bloco,question,year,answer,percentage
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2009,30 a 39 anos,16
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2009,40 a 49 anos,8
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2009,50 a 59 anos,4
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2009,60 anos ou mais,1
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2009,NS/NR,2
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2011,até 19 anos,28
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2011,20 a 29 anos,40
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2011,30 a 39 anos,17
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2011,40 a 49 anos,10
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2011,50 a 59 anos,0
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2011,60 anos ou mais,1
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2011,NS/NR,4
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2013,até 19 anos,32
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2013,20 a 29 anos,34
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2013,30 a 39 anos,20
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2013,40 a 49 anos,7
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2013,50 a 59 anos,2
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2013,60 anos ou mais,1
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2013,NS/NR,4
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2015,até 19 anos,32
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2015,20 a 29 anos,34
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2015,30 a 39 anos,17
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2015,40 a 49 anos,10
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2015,50 a 59 anos,4
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2015,60 anos ou mais,0
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2015,NS/NR,1
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2017,até 19 anos,35
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2017,20 a 29 anos,33
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2017,30 a 39 anos,21
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2017,40 a 49 anos,5
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2017,50 a 59 anos,2
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2017,60 anos ou mais,1
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2017,NS/NR,4
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2019,até 19 anos,31
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2019,20 a 29 anos,38
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2019,30 a 39 anos,17
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2019,40 a 49 anos,6
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2019,50 a 59 anos,2
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2019,60 anos ou mais,1
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2019,NS/NR,5
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2021,até 19 anos,40
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2021,20 a 29 anos,29
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2021,30 a 39 anos,18
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2021,40 a 49 anos,5
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2021,50 a 59 anos,2
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2021,60 anos ou mais,2
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2021,NS/NR,4
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2023,Até 19 anos,35
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2023,20 a 29 anos,31
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2023,30 a 39 anos,16
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2023,40 a 49 anos,8
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2023,50 a 59 anos,3
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2023,60 anos ou mais,2
A violência vivida / testemunhada,Qual era a sua idade quando você foi agredida pela primeira vez?,2023,NS/NR,6
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2005,Marido/companheiro,66
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2005,Namorado,9
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2005,Pai/padrasto,6
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2005,Tio/primo,4
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2005,Filho/enteado,3
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2005,Outro,2
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2005,NS/NR,11
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2007,Marido/companheiro,87
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2007,Namorado,4
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2007,Pai/padrasto,2
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2007,Tio/primo,1
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2007,NS/NR,6
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2009,Marido/companheiro,76
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2009,Namorado,5
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2009,Outro,4
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2009,Irmão/cunhado,4
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2009,Filho/enteado,4
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2009,Pai/padrasto,4
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2009,NS/NR,3
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2011,Marido/companheiro,66
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2011,Ex-namorado/ex-marido/ex-companheiro,13
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2011,Outro,6
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2011,Pai/padrasto,4
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2011,Namorado,3
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2011,Irmão/cunhado,3
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2011,Tio/primo,2
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2011,Filho/enteado,0
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2011,NS/NR,4
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2013,Marido/companheiro,60
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2013,Ex-namorado/ex-marido/ex-companheiro,13
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2013,Outro,8
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2013,Pai/padrasto,6
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2013,Namorado,4
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2013,Irmão/cunhado,4
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2013,Tio/primo,3
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2013,Filho/enteado,0
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2013,NS/NR,1
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2015,Marido/companheiro,49
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2015,Ex-namorado/ex-marido/ex-companheiro,21
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2015,Pai/padrasto,7
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2015,Outro,7
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2015,Irmão/cunhado,6
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2015,Namorado,3
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2015,Tio/primo,3
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2015,Filho/enteado,0
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2015,NS/NR,3
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2017,Marido/companheiro,39
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2017,Ex-namorado/ex-marido/ex-companheiro,33
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2017,Pai/padrasto,5
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2017,Irmão/cunhado,5
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2017,NS/NR,4
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2017,Namorado,2
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2017,Tio/primo,2
A violência vivida / testemunhada,"Em relação ao vínculo, o que o agressor é seu?",2017,Filho/enteado,1
