bloco,question,year,answer,percentage,category_translated,question_translated,answer_translated,total_answers
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Quanto você conhece sobre a Lei Maria da Penha?,2021,NS/NR,1,Knowledge and effectiveness of laws (recognition of actions/laws),How much do you know about the Maria da Penha Law?,NS/NR,30
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Quanto você conhece sobre a Lei Maria da Penha?,2023,Muito,24,Knowledge and effectiveness of laws (recognition of actions/laws),How much do you know about the Maria da Penha Law?,Very,5228
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Quanto você conhece sobre a Lei Maria da Penha?,2023,Pouco,67,Knowledge and effectiveness of laws (recognition of actions/laws),How much do you know about the Maria da Penha Law?,Little,14597
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Quanto você conhece sobre a Lei Maria da Penha?,2023,Nada,8,Knowledge and effectiveness of laws (recognition of actions/laws),How much do you know about the Maria da Penha Law?,Nothing,1742
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Quanto você conhece sobre a Lei Maria da Penha?,2023,NS/NR,1,Knowledge and effectiveness of laws (recognition of actions/laws),How much do you know about the Maria da Penha Law?,NS/NR,217
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Como você avalia a atuação do congresso nacional na criação de leis para proteger mulheres?,2019,Ótima,7,Knowledge and effectiveness of laws (recognition of actions/laws),How do you evaluate the National Congress performance in the creation of laws to protect women?,Excellent,168
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Como você avalia a atuação do congresso nacional na criação de leis para proteger mulheres?,2019,Boa,12,Knowledge and effectiveness of laws (recognition of actions/laws),How do you evaluate the National Congress performance in the creation of laws to protect women?,Good,288
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Como você avalia a atuação do congresso nacional na criação de leis para proteger mulheres?,2019,Regular,41,Knowledge and effectiveness of laws (recognition of actions/laws),How do you evaluate the National Congress performance in the creation of laws to protect women?,Regular,983
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Como você avalia a atuação do congresso nacional na criação de leis para proteger mulheres?,2019,Ruim,14,Knowledge and effectiveness of laws (recognition of actions/laws),How do you evaluate the National Congress performance in the creation of laws to protect women?,Bad,336
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Como você avalia a atuação do congresso nacional na criação de leis para proteger mulheres?,2019,Péssima,24,Knowledge and effectiveness of laws (recognition of actions/laws),How do you evaluate the National Congress performance in the creation of laws to protect women?,Bad,576
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Como você avalia a atuação do congresso nacional na criação de leis para proteger mulheres?,2019,NS/NR,3,Knowledge and effectiveness of laws (recognition of actions/laws),How do you evaluate the National Congress performance in the creation of laws to protect women?,NS/NR,72
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Como você avalia a atuação do congresso nacional na criação de leis para proteger mulheres?,2021,Ótima,7,Knowledge and effectiveness of laws (recognition of actions/laws),How do you evaluate the National Congress performance in the creation of laws to protect women?,Excellent,210
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Como você avalia a atuação do congresso nacional na criação de leis para proteger mulheres?,2021,Boa,10,Knowledge and effectiveness of laws (recognition of actions/laws),How do you evaluate the National Congress performance in the creation of laws to protect women?,Good,300
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Como você avalia a atuação do congresso nacional na criação de leis para proteger mulheres?,2021,Regular,42,Knowledge and effectiveness of laws (recognition of actions/laws),How do you evaluate the National Congress performance in the creation of laws to protect women?,Regular,1260
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Como você avalia a atuação do congresso nacional na criação de leis para proteger mulheres?,2021,Ruim,12,Knowledge and effectiveness of laws (recognition of actions/laws),How do you evaluate the National Congress performance in the creation of laws to protect women?,Bad,360
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Como você avalia a atuação do congresso nacional na criação de leis para proteger mulheres?,2021,Péssima,27,Knowledge and effectiveness of laws (recognition of actions/laws),How do you evaluate the National Congress performance in the creation of laws to protect women?,Bad,810
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Como você avalia a atuação do congresso nacional na criação de leis para proteger mulheres?,2021,NS/NR,4,Knowledge and effectiveness of laws (recognition of actions/laws),How do you evaluate the National Congress performance in the creation of laws to protect women?,NS/NR,120
Conhecimento e eficácia das leis (reconhecimento de ações/leis),"Em sua opinião, agressores de mulheres devem ou não devem ser obrigados a utilizar tornozeleira eletrônica?",2019,Devem,82,Knowledge and effectiveness of laws (recognition of actions/laws),"Should you think, should women aggressors or should not be required to use electronic anklet?",Should,1967
Conhecimento e eficácia das leis (reconhecimento de ações/leis),"Em sua opinião, agressores de mulheres devem ou não devem ser obrigados a utilizar tornozeleira eletrônica?",2019,Não devem,15,Knowledge and effectiveness of laws (recognition of actions/laws),"Should you think, should women aggressors or should not be required to use electronic anklet?",Should not,360
Conhecimento e eficácia das leis (reconhecimento de ações/leis),"Em sua opinião, agressores de mulheres devem ou não devem ser obrigados a utilizar tornozeleira eletrônica?",2019,NS/NR,3,Knowledge and effectiveness of laws (recognition of actions/laws),"Should you think, should women aggressors or should not be required to use electronic anklet?",NS/NR,72
Conhecimento e eficácia das leis (reconhecimento de ações/leis),"Para você, caso os agressores tenham que usar tornozeleira eletrônica, a violência contra a mulher vai:",2019,Aumentar,10,Knowledge and effectiveness of laws (recognition of actions/laws),"For you, if the attackers have to wear electronic anklet, violence against women will:",Increase,240
Conhecimento e eficácia das leis (reconhecimento de ações/leis),"Para você, caso os agressores tenham que usar tornozeleira eletrônica, a violência contra a mulher vai:",2019,Permanecer igual,33,Knowledge and effectiveness of laws (recognition of actions/laws),"For you, if the attackers have to wear electronic anklet, violence against women will:",Remain the same,792
Conhecimento e eficácia das leis (reconhecimento de ações/leis),"Para você, caso os agressores tenham que usar tornozeleira eletrônica, a violência contra a mulher vai:",2019,Diminuir,55,Knowledge and effectiveness of laws (recognition of actions/laws),"For you, if the attackers have to wear electronic anklet, violence against women will:",To decrease,1320
Conhecimento e eficácia das leis (reconhecimento de ações/leis),"Para você, caso os agressores tenham que usar tornozeleira eletrônica, a violência contra a mulher vai:",2019,NS/NR,3,Knowledge and effectiveness of laws (recognition of actions/laws),"For you, if the attackers have to wear electronic anklet, violence against women will:",NS/NR,72
Conhecimento e eficácia das leis (reconhecimento de ações/leis),"O senado avalia tornar crime a violência contra mulher cometida por meio eletrônico, como redes sociais e mensagens de celular. Se essa proposta for aprovada, você acha que a proteção à mulher vai:",2021,Aumentar,49,Knowledge and effectiveness of laws (recognition of actions/laws),"The Senate evaluates to make a crime to electronicly committed women, such as social networks and mobile messages. If this proposal is approved, you think the protection of women will:",Increase,1470
Conhecimento e eficácia das leis (reconhecimento de ações/leis),"O senado avalia tornar crime a violência contra mulher cometida por meio eletrônico, como redes sociais e mensagens de celular. Se essa proposta for aprovada, você acha que a proteção à mulher vai:",2021,Permanecer igual,32,Knowledge and effectiveness of laws (recognition of actions/laws),"The Senate evaluates to make a crime to electronicly committed women, such as social networks and mobile messages. If this proposal is approved, you think the protection of women will:",Remain the same,960
Conhecimento e eficácia das leis (reconhecimento de ações/leis),"O senado avalia tornar crime a violência contra mulher cometida por meio eletrônico, como redes sociais e mensagens de celular. Se essa proposta for aprovada, você acha que a proteção à mulher vai:",2021,Diminuir,16,Knowledge and effectiveness of laws (recognition of actions/laws),"The Senate evaluates to make a crime to electronicly committed women, such as social networks and mobile messages. If this proposal is approved, you think the protection of women will:",To decrease,480
Conhecimento e eficácia das leis (reconhecimento de ações/leis),"O senado avalia tornar crime a violência contra mulher cometida por meio eletrônico, como redes sociais e mensagens de celular. Se essa proposta for aprovada, você acha que a proteção à mulher vai:",2021,NS/NR,3,Knowledge and effectiveness of laws (recognition of actions/laws),"The Senate evaluates to make a crime to electronicly committed women, such as social networks and mobile messages. If this proposal is approved, you think the protection of women will:",NS/NR,90
Conhecimento e eficácia das leis (reconhecimento de ações/leis),Quanto você conhece sobre medida protetiva?,2023,Muito,16,Knowledge and effectiveness of laws (recognition of actions/laws),How much do you know about protective measure?,Very,3485
